-1.500000	-1.000000	1062.500000
0.409180	-0.365234	28.721992
-0.934574	1.299336	21.882309
-1.237987	1.132965	20.980320
-1.040351	1.211021	5.819155
-1.088664	1.185887	4.362568
-1.081098	1.185615	4.359334
-1.087193	1.179036	4.357249
-1.076531	1.180190	4.357224
-1.081420	1.176035	4.336620
-1.071087	1.165776	4.323806
-1.078518	1.158530	4.322418
-1.072491	1.159443	4.303693
-1.069437	1.130673	4.299525
1.357896	1.781770	0.513887
1.324251	1.793901	0.267228
1.344444	1.786038	0.164829
1.332484	1.790235	0.132215
1.339497	1.787360	0.120009
1.335228	1.788707	0.115827
1.337636	1.787559	0.114291
1.336082	1.787894	0.113723
1.336876	1.787351	0.113487
1.336278	1.787329	0.113369
1.336504	1.786999	0.113292
1.335979	1.786703	0.113229
1.336295	1.786339	0.113137
1.335665	1.786083	0.113104
1.336096	1.785677	0.112988
1.335713	1.785574	0.112912
1.335909	1.785010	0.112848
1.335439	1.784940	0.112757
1.335738	1.784338	0.112722
1.335156	1.784310	0.112608
1.335371	1.783984	0.112533
1.334862	1.783685	0.112467
1.335161	1.783327	0.112378
1.334553	1.783065	0.112339
1.334960	1.782668	0.112228
1.334592	1.782560	0.112155
1.334769	1.782004	0.112086
1.334321	1.781927	0.112000
1.334593	1.781336	0.111956
1.334042	1.781297	0.111849
1.334435	1.780661	0.111847
1.333753	1.780672	0.111706
1.334026	1.780325	0.111622
1.333451	1.780052	0.111574
1.333821	1.779669	0.111471
1.333133	1.779438	0.111459
1.333625	1.779009	0.111326
1.333210	1.778921	0.111246
1.333442	1.778346	0.111191
1.332936	1.778291	0.111094
1.333274	1.777676	0.111072
1.332653	1.777665	0.110948
1.332889	1.777333	0.110870
1.332359	1.777044	0.110810
1.332680	1.776680	0.110717
1.332052	1.776428	0.110685
1.332478	1.776024	0.110570
1.332103	1.775922	0.110495
1.332288	1.775365	0.110429
1.331834	1.775292	0.110342
1.332109	1.774702	0.110300
1.331558	1.774666	0.110193
1.331947	1.774033	0.110189
1.331273	1.774043	0.110050
1.331539	1.773700	0.109968
1.330976	1.773425	0.109917
1.331332	1.773049	0.109817
1.330666	1.772812	0.109798
1.331133	1.772395	0.109672
1.330736	1.772301	0.109594
1.330944	1.771737	0.109535
1.330467	1.771674	0.109443
1.330768	1.771075	0.109409
1.330190	1.771050	0.109296
1.330399	1.770729	0.109222
1.329905	1.770429	0.109155
1.330186	1.770081	0.109070
1.329609	1.769813	0.109024
1.329980	1.769432	0.108921
1.329300	1.769203	0.108907
1.329781	1.768780	0.108777
1.329377	1.768690	0.108698
1.329592	1.768125	0.108641
1.329109	1.768064	0.108548
1.329416	1.767465	0.108516
1.328834	1.767442	0.108402
1.329044	1.767122	0.108328
1.328551	1.766824	0.108261
1.328831	1.766477	0.108177
1.328258	1.766209	0.108129
1.328623	1.765830	0.108028
1.327952	1.765599	0.108012
1.328423	1.765181	0.107884
1.328027	1.765089	0.107807
1.328232	1.764529	0.107747
1.327762	1.764465	0.107657
1.328052	1.763873	0.107620
1.327490	1.763844	0.107510
1.327885	1.763213	0.107509
1.327211	1.763226	0.107369
1.327472	1.762886	0.107288
1.326923	1.762612	0.107235
1.327263	1.762243	0.107139
1.326624	1.762002	0.107112
1.327059	1.761597	0.106994
1.326685	1.761498	0.106920
1.326864	1.760949	0.106855
1.326423	1.760875	0.106770
1.326678	1.760298	0.106724
1.326156	1.760255	0.106623
1.326503	1.759643	0.106605
1.325882	1.759637	0.106479
1.326112	1.759310	0.106403
1.325601	1.759023	0.106342
1.325899	1.758670	0.106254
1.325311	1.758412	0.106213
1.325692	1.758029	0.106108
1.325010	1.757806	0.106096
1.325490	1.757385	0.105965
1.325093	1.757295	0.105888
1.325297	1.756739	0.105829
1.324831	1.756675	0.105740
1.325113	1.756090	0.105701
1.324564	1.756057	0.105594
1.324940	1.755437	0.105586
1.324290	1.755442	0.105452
1.324535	1.755111	0.105375
1.324010	1.754830	0.105317
1.324322	1.754474	0.105226
1.323722	1.754222	0.105189
1.324115	1.753835	0.105081
1.323422	1.753618	0.105073
1.323913	1.753194	0.104940
1.323512	1.753107	0.104862
1.323719	1.752551	0.104804
1.323252	1.752489	0.104715
1.323533	1.751906	0.104676
1.322987	1.751873	0.104570
1.323357	1.751257	0.104560
1.322717	1.751260	0.104428
1.322955	1.750932	0.104352
1.322440	1.750649	0.104292
1.322741	1.750297	0.104204
1.322156	1.750042	0.104163
1.322532	1.749662	0.104059
1.321863	1.749438	0.104044
1.322327	1.749025	0.103918
1.321943	1.748932	0.103843
1.322129	1.748386	0.103780
1.321686	1.748316	0.103696
1.321939	1.747745	0.103650
1.321425	1.747701	0.103550
1.321757	1.747101	0.103528
1.321159	1.747089	0.103408
1.321372	1.746771	0.103336
1.320888	1.746479	0.103270
1.321156	1.746140	0.103188
1.320611	1.745872	0.103137
1.320943	1.745509	0.103043
1.320327	1.745268	0.103011
1.320735	1.744876	0.102900
1.320034	1.744667	0.102896
1.320532	1.744242	0.102760
1.320132	1.744156	0.102683
1.320334	1.743606	0.102624
1.319875	1.743543	0.102537
1.320143	1.742968	0.102495
1.319616	1.742931	0.102393
1.319960	1.742328	0.102375
1.319352	1.742321	0.102252
1.319569	1.742003	0.102179
1.319084	1.741714	0.102114
1.319353	1.741375	0.102033
1.318810	1.741108	0.101982
1.319140	1.740747	0.101888
1.318529	1.740506	0.101855
1.318930	1.740118	0.101746
1.318242	1.739907	0.101738
1.318725	1.739488	0.101606
1.318335	1.739399	0.101531
1.318525	1.738856	0.101470
1.318082	1.738788	0.101386
1.318330	1.738222	0.101339
1.317826	1.738178	0.101242
1.318142	1.737587	0.101215
1.317566	1.737570	0.101101
1.317961	1.736949	0.101100
1.317303	1.736963	0.100962
1.317546	1.736636	0.100886
1.317035	1.736359	0.100827
1.317330	1.736012	0.100741
1.316763	1.735757	0.100697
1.317117	1.735387	0.100598
1.316484	1.735157	0.100573
1.316908	1.734761	0.100457
1.316200	1.734560	0.100457
1.316702	1.734135	0.100319
1.316305	1.734051	0.100243
1.316501	1.733507	0.100184
1.316054	1.733442	0.100099
1.316305	1.732878	0.100054
1.315800	1.732835	0.099956
1.316114	1.732247	0.099929
1.315543	1.732229	0.099816
1.315930	1.731614	0.099812
1.315283	1.731625	0.099677
1.315518	1.731302	0.099602
1.315020	1.731022	0.099542
1.315301	1.730681	0.099459
1.314752	1.730422	0.099411
1.315087	1.730061	0.099317
1.314480	1.729823	0.099284
1.314875	1.729440	0.099176
1.314203	1.729228	0.099164
1.314666	1.728818	0.099037
1.314293	1.728726	0.098965
1.314461	1.728195	0.098901
1.314045	1.728119	0.098822
1.314260	1.727571	0.098768
1.313796	1.727514	0.098679
1.314063	1.726946	0.098639
1.313544	1.726910	0.098538
1.313871	1.726319	0.098515
1.313290	1.726307	0.098399
1.313683	1.725691	0.098398
1.313034	1.725706	0.098262
1.313268	1.725384	0.098187
1.312774	1.725106	0.098127
1.313050	1.724768	0.098045
1.312511	1.724507	0.097995
1.312835	1.724151	0.097904
1.312245	1.723911	0.097867
1.312621	1.723535	0.097763
1.311975	1.723316	0.097744
1.312410	1.722918	0.097625
1.312055	1.722821	0.097556
1.312202	1.722300	0.097488
1.311811	1.722217	0.097413
1.311996	1.721682	0.097354
1.311565	1.721614	0.097272
1.311793	1.721063	0.097222
1.311318	1.721012	0.097131
1.311594	1.720443	0.097094
1.311069	1.720411	0.096992
1.311399	1.719822	0.096970
1.310819	1.719811	0.096853
1.311208	1.719200	0.096851
1.310566	1.719213	0.096717
1.310794	1.718895	0.096644
1.310311	1.718615	0.096582
1.310575	1.718284	0.096503
1.310055	1.718019	0.096449
1.310358	1.717672	0.096362
1.309795	1.717425	0.096320
1.310143	1.717061	0.096223
1.309532	1.716831	0.096193
1.309929	1.716449	0.096084
1.309267	1.716240	0.096070
1.309716	1.715837	0.095947
1.309357	1.715744	0.095878
1.309507	1.715225	0.095812
1.309116	1.715143	0.095737
1.309299	1.714612	0.095678
1.308873	1.714544	0.095597
1.309093	1.713999	0.095546
1.308630	1.713946	0.095458
1.308890	1.713385	0.095417
1.308385	1.713348	0.095319
1.308690	1.712771	0.095290
1.308139	1.712751	0.095182
1.308492	1.712156	0.095168
1.307892	1.712155	0.095045
1.308095	1.711848	0.094977
1.307643	1.711560	0.094910
1.307875	1.711242	0.094837
1.307394	1.710966	0.094776
1.307655	1.710637	0.094697
1.307142	1.710373	0.094644
1.307437	1.710031	0.094558
1.306889	1.709782	0.094513
1.307220	1.709425	0.094420
1.306634	1.709191	0.094385
1.307004	1.708820	0.094283
1.306377	1.708601	0.094259
1.306789	1.708214	0.094146
1.306118	1.708013	0.094136
1.306576	1.707609	0.094011
1.306216	1.707517	0.093942
1.306364	1.707003	0.093876
1.305978	1.706921	0.093803
1.306153	1.706397	0.093743
1.305739	1.706326	0.093664
1.305944	1.705791	0.093611
1.305500	1.705732	0.093527
1.305736	1.705184	0.093480
1.305260	1.705138	0.093389
1.305530	1.704578	0.093351
1.305020	1.704545	0.093253
1.305325	1.703971	0.093224
1.304778	1.703952	0.093116
1.305122	1.703364	0.093100
1.304537	1.703360	0.092981
1.304921	1.702757	0.092977
1.304294	1.702769	0.092846
1.304508	1.702459	0.092777
1.304051	1.702179	0.092713
1.304287	1.701860	0.092639
1.303807	1.701589	0.092580
1.304067	1.701261	0.092502
1.303562	1.701000	0.092448
1.303848	1.700662	0.092365
1.303316	1.700411	0.092317
1.303629	1.700064	0.092228
1.303069	1.699823	0.092187
1.303411	1.699465	0.092092
1.302822	1.699237	0.092059
1.303193	1.698867	0.091957
1.302574	1.698650	0.091932
1.302976	1.698269	0.091822
1.302325	1.698065	0.091806
1.302759	1.697671	0.091687
1.302075	1.697480	0.091682
