-1.500000	-1.000000	1062.500000
0.409180	-0.365234	28.721992
0.106968	0.062121	1.054347
0.134045	-0.011668	0.837706
0.152359	0.037120	0.737834
0.199490	0.013373	0.710637
0.370710	0.084259	0.678680
0.557322	0.266020	0.394774
0.617962	0.394367	0.161556
0.640920	0.401357	0.137814
0.641296	0.410850	0.128686
0.646124	0.412617	0.127589
0.691981	0.466033	0.111272
0.925026	0.830800	0.067488
0.925026	0.830800	0.067487
1.010050	1.001274	0.035922
1.111577	1.242255	0.016873
1.120666	1.256191	0.014569
1.120486	1.256120	0.014557
1.103970	1.213889	0.013173
1.077994	1.154295	0.012129
1.046806	1.087437	0.009190
0.976652	0.946207	0.006385
0.963707	0.921965	0.005895
0.942975	0.886119	0.004202
0.938748	0.879998	0.003908
0.938056	0.879362	0.003871
0.937922	0.879340	0.003866
0.937851	0.879400	0.003865
0.937839	0.879578	0.003864
0.938279	0.880920	0.003840
1.003858	1.010868	0.000999
1.021591	1.042971	0.000512
1.022369	1.045078	0.000503
1.022347	1.045341	0.000502
1.022374	1.045328	0.000501
1.020547	1.040766	0.000478
1.014799	1.028401	0.000419
0.995735	0.990483	0.000119
0.991204	0.982429	0.000078
0.991196	0.982434	0.000078
0.991196	0.982469	0.000078
0.991745	0.983834	0.000076
0.992337	0.985124	0.000074
1.001894	1.004210	0.000021
1.003121	1.006461	0.000014
1.003438	1.006951	0.000012
1.003468	1.006978	0.000012
1.003474	1.006978	0.000012
1.003477	1.006974	0.000012
1.003476	1.006963	0.000012
1.003412	1.006783	0.000012
1.002820	1.005476	0.000011
1.000412	1.000548	0.000008
0.998970	0.997735	0.000005
0.998168	0.996266	0.000004
0.998072	0.996121	0.000004
0.998060	0.996110	0.000004
0.998058	0.996110	0.000004
0.998057	0.996112	0.000004
0.998057	0.996119	0.000004
0.998066	0.996151	0.000004
0.998556	0.997211	0.000003
0.999914	0.999936	0.000001
1.000733	1.001473	0.000001
1.000736	1.001475	0.000001
1.000735	1.001468	0.000001
1.000348	1.000659	0.000000
1.000058	1.000131	0.000000
1.000028	1.000049	0.000000
1.000017	1.000036	0.000000
1.000017	1.000033	0.000000
1.000016	1.000033	0.000000
1.000017	1.000033	0.000000
